 -7.33132642   1.11985835   1.11985835   3.40371560   3.40371560   2.07575689   2.07575689   1.45433677   1.45433677   1.42730963   1.42730963  -0.61286303  -0.61286303  -1.10489060  -1.10489060   0.64071251   0.64071251  -0.76379771  -0.76379771  -0.03773574  -0.03773574  -0.46673150  -0.46673150   0.49248200   0.49248200  -0.38675917  -0.38675917   0.34103827   0.34103827  -0.37258744  -0.37258744  -0.26464845  -0.26464845  -0.07767472  -0.07767472  -0.14353864  -0.14353864   0.21977022   0.21977022  -0.23407558  -0.23407558   0.06090907   0.06090907   0.15665939   0.15665939  -0.05489123  -0.05489123   0.17969334   0.17969334   0.24480538   0.24480538  -0.22171912  -0.22171912  -0.18894836  -0.18894836  -0.13685392  -0.13685392   0.21734069   0.21734069  -0.01864261  -0.01864261   0.11672226   0.11672226  -0.06980784  -0.06980784  -0.18267780  -0.18267780  -0.16200597  -0.16200597   0.15989455   0.15989455  -0.08313505  -0.08313505  -0.10705144  -0.10705144   0.10789903   0.10789903  -0.06159826  -0.06159826  -0.10807255  -0.10807255  -0.12863860  -0.12863860  -0.12756143  -0.12756143  -0.11966013  -0.11966013  -0.07747059  -0.07747059  -0.06145838  -0.06145838   0.10144207   0.10144207  -0.07347579  -0.07347579  -0.00497093  -0.00497093   0.01956598   0.01956598   0.06756784   0.06756784  -0.01157487  -0.01157487  -0.09308881  -0.09308881   0.06012847   0.06012847  -0.00799269  -0.00799269  -0.03623266  -0.03623266  -0.01673896  -0.01673896  -0.07915060  -0.07915060  -0.06358276  -0.06358276  -0.02192952  -0.02192952 
 -7.33150838   1.23271785   1.23271785   3.45837090   3.45837090   2.07205542   2.07205542   1.39206538   1.39206538   1.40971551   1.40971551  -0.74240576  -0.74240576  -1.15321643  -1.15321643   0.56082595   0.56082595  -0.75937173  -0.75937173  -0.16076545  -0.16076545  -0.35644215  -0.35644215   0.46234692   0.46234692  -0.32742570  -0.32742570   0.38509077   0.38509077  -0.38084224  -0.38084224  -0.18443642  -0.18443642  -0.18081319  -0.18081319  -0.04004047  -0.04004047   0.27693506   0.27693506  -0.15957686  -0.15957686  -0.05167126  -0.05167126   0.23107875   0.23107875  -0.16442254  -0.16442254   0.20422645   0.20422645   0.25097105   0.25097105  -0.19031793  -0.19031793  -0.11313840  -0.11313840  -0.04706930  -0.04706930   0.20717009   0.20717009   0.08241892   0.08241892   0.01962586   0.01962586  -0.15740532  -0.15740532  -0.12024331  -0.12024331  -0.16104623  -0.16104623   0.12501499   0.12501499   0.01520940   0.01520940  -0.14859414  -0.14859414   0.02337069   0.02337069   0.03434853   0.03434853  -0.11980278  -0.11980278  -0.10560151  -0.10560151  -0.06928496  -0.06928496  -0.08819971  -0.08819971  -0.10827675  -0.10827675  -0.10170258  -0.10170258   0.07998271   0.07998271   0.00420761   0.00420761  -0.07995324  -0.07995324   0.08669736   0.08669736  -0.01325963  -0.01325963   0.06949933   0.06949933  -0.07043570  -0.07043570   0.09206529   0.09206529  -0.08097340  -0.08097340  -0.07938320  -0.07938320  -0.08288683  -0.08288683  -0.00103685  -0.00103685  -0.09399444  -0.09399444   0.06333481   0.06333481 
 -7.33169034   1.34516786   1.34516786   3.50838501   3.50838501   2.06210189   2.06210189   1.32233125   1.32233125   1.38033262   1.38033262  -0.86300080  -0.86300080  -1.18261062  -1.18261062   0.46892801   0.46892801  -0.73436591  -0.73436591  -0.27843424  -0.27843424  -0.23172566  -0.23172566   0.40996760   0.40996760  -0.24965774  -0.24965774   0.40029608   0.40029608  -0.36418303  -0.36418303  -0.08850538  -0.08850538  -0.26446424  -0.26446424   0.06822419   0.06822419   0.30749131   0.30749131  -0.06396716  -0.06396716  -0.15592192  -0.15592192   0.27167340   0.27167340  -0.23448429  -0.23448429   0.16467330   0.16467330   0.20940447   0.20940447  -0.10275001  -0.10275001  -0.00605106  -0.00605106   0.05087451   0.05087451   0.14354076   0.14354076   0.16638432   0.16638432  -0.08179678  -0.08179678  -0.19250279  -0.19250279  -0.01525642  -0.01525642  -0.09976163  -0.09976163   0.04052517   0.04052517   0.10708187   0.10708187  -0.12449383  -0.12449383  -0.07247455  -0.07247455   0.11415697   0.11415697  -0.06399228  -0.06399228  -0.02573608  -0.02573608   0.02430079   0.02430079  -0.00492990  -0.00492990  -0.07242725  -0.07242725  -0.06805252  -0.06805252   0.00284518   0.00284518   0.07879421   0.07879421  -0.10334236  -0.10334236   0.08050091   0.08050091  -0.08342678  -0.08342678   0.09787664   0.09787664   0.01358998   0.01358998   0.04074684   0.04074684  -0.07811711  -0.07811711  -0.01412117  -0.01412117  -0.06880814  -0.06880814   0.07795335   0.07795335  -0.04792069  -0.04792069   0.08516850   0.08516850 
 -7.33187230   1.45717075   1.45717075   3.55369111   3.55369111   2.04592562   2.04592562   1.24550793   1.24550793   1.33940538   1.33940538  -0.97319829  -0.97319829  -1.19259618  -1.19259618   0.36698807   0.36698807  -0.68946416  -0.68946416  -0.38680636  -0.38680636  -0.09763202  -0.09763202   0.33785542   0.33785542  -0.15784117  -0.15784117   0.38551180   0.38551180  -0.32370161  -0.32370161   0.01497810   0.01497810  -0.31963413  -0.31963413   0.16828647   0.16828647   0.30851158   0.30851158   0.04007875   0.04007875  -0.23514211  -0.23514211   0.27254587   0.27254587  -0.24826405  -0.24826405   0.07336209   0.07336209   0.12807064   0.12807064   0.01516656   0.01516656   0.10278145   0.10278145   0.13986734   0.13986734   0.04288497   0.04288497   0.21594058   0.21594058  -0.16492461  -0.16492461  -0.16335914  -0.16335914   0.09517836   0.09517836  -0.00119709  -0.00119709  -0.05998606  -0.05998606   0.15399559   0.15399559  -0.04548000  -0.04548000  -0.13276847  -0.13276847   0.14076098   0.14076098   0.02782247   0.02782247   0.06780274   0.06780274   0.10514130   0.10514130   0.08102076   0.08102076   0.00783442   0.00783442   0.01483593   0.01483593  -0.07600129  -0.07600129   0.10035761   0.10035761  -0.06033533  -0.06033533   0.00642632   0.00642632  -0.08803794  -0.08803794   0.05236705   0.05236705   0.08546228   0.08546228  -0.04720778  -0.04720778  -0.00234715  -0.00234715   0.07024584   0.07024584   0.01160455   0.01160455   0.06878754   0.06878754   0.03685392   0.03685392   0.02207921   0.02207921 
 -7.33205427   1.56868906   1.56868906   3.59422867   3.59422867   2.02357471   2.02357471   1.16200703   1.16200703   1.28727476   1.28727476  -1.07167365  -1.07167365  -1.18301467  -1.18301467   0.25719059   0.25719059  -0.62588946  -0.62588946  -0.48225643  -0.48225643   0.04040935   0.04040935   0.24947157   0.24947157  -0.05715238  -0.05715238   0.34184229   0.34184229  -0.26204806  -0.26204806   0.11720296   0.11720296  -0.34039639  -0.34039639   0.24816364   0.24816364   0.27990551   0.27990551   0.13877350   0.13877350  -0.27664921  -0.27664921   0.23360656   0.23360656  -0.20245842  -0.20245842  -0.04111118  -0.04111118   0.02248652   0.02248652   0.12864981   0.12864981   0.18332459   0.18332459   0.20437377   0.20437377  -0.06881400  -0.06881400   0.22089059   0.22089059  -0.21122840  -0.21122840  -0.07967150  -0.07967150   0.17201137   0.17201137   0.09767150   0.09767150  -0.13659603  -0.13659603   0.13633982   0.13633982   0.05349599   0.05349599  -0.12808181  -0.12808181   0.10189091   0.10189091   0.10384790   0.10384790   0.12459717   0.12459717   0.13186339   0.13186339   0.11907605   0.11907605   0.08303217   0.08303217   0.08668225   0.08668225  -0.10158819  -0.10158819   0.05465153   0.05465153   0.02121303   0.02121303  -0.07284277  -0.07284277  -0.02370989  -0.02370989  -0.03244324  -0.03244324   0.08251818   0.08251818  -0.09224082  -0.09224082   0.07535718   0.07535718   0.05856500   0.05856500   0.08051109   0.08051109  -0.01787385  -0.01787385   0.09129267   0.09129267  -0.06274837  -0.06274837 
 -7.33223624   1.67968548   1.67968548   3.62994356   3.62994356   1.99511591   1.99511591   1.07227591   1.07227591   1.22437544   1.22437544  -1.15724347  -1.15724347  -1.15402864  -1.15402864   0.14188823   0.14188823  -0.54537048  -0.54537048  -0.56159080  -0.56159080   0.17680939   0.17680939   0.14906089   0.14906089   0.04673355   0.04673355   0.27255620   0.27255620  -0.18325725  -0.18325725   0.20946390   0.20946390  -0.32452840  -0.32452840   0.29829405   0.29829405   0.22442779   0.22442779   0.21904418   0.21904418  -0.27380917  -0.27380917   0.16058125   0.16058125  -0.10806502  -0.10806502  -0.14283804  -0.14283804  -0.08723927  -0.08723927   0.20421356   0.20421356   0.21333003   0.21333003   0.23314517   0.23314517  -0.16272918  -0.16272918   0.18025143   0.18025143  -0.21040089  -0.21040089   0.03065132   0.03065132   0.18805565   0.18805565   0.15980854   0.15980854  -0.15890534  -0.15890534   0.06157736   0.06157736   0.12872132   0.12872132  -0.06078853  -0.06078853   0.01573179   0.01573179   0.12125057   0.12125057   0.11414166   0.11414166   0.09094901   0.09094901   0.08697245   0.08697245   0.10695564   0.10695564   0.09541958   0.09541958  -0.05626880  -0.05626880  -0.02748050  -0.02748050   0.08882977   0.08882977  -0.09043245  -0.09043245   0.05895767   0.05895767  -0.09247507  -0.09247507   0.00759042   0.00759042  -0.05381773  -0.05381773   0.08245132   0.08245132  -0.03298982  -0.03298982   0.07147263   0.07147263  -0.08406564  -0.08406564   0.07132588   0.07132588  -0.08473120  -0.08473120 
 -7.33241822   1.79012287   1.79012287   3.66078815   3.66078815   1.96063438   1.96063438   0.97679538   0.97679538   1.15123220   1.15123220  -1.22887978  -1.22887978  -1.10611898  -1.10611898   0.02355152   0.02355152  -0.45009463  -0.45009463  -0.62215433  -0.62215433   0.30604572   0.30604572   0.04144804   0.04144804   0.14796268   0.14796268   0.18284179   0.18284179  -0.09248477  -0.09248477   0.28390268   0.28390268  -0.27374935  -0.27374935   0.31268174   0.31268174   0.14741282   0.14741282   0.27026387   0.27026387  -0.22709683  -0.22709683   0.06416928   0.06416928   0.01225804   0.01225804  -0.19986143  -0.19986143  -0.18023609  -0.18023609   0.21954837   0.21954837   0.18448135   0.18448135   0.22118121   0.22118121  -0.21462953  -0.21462953   0.10244919   0.10244919  -0.16265120  -0.16265120   0.13079608   0.13079608   0.13760695   0.13760695   0.16199193   0.16199193  -0.11810056  -0.11810056  -0.03890956  -0.03890956   0.14702745   0.14702745   0.03613528   0.03613528  -0.07758409  -0.07758409   0.07028983   0.07028983   0.04222775   0.04222775   0.00357217   0.00357217   0.00378322   0.00378322   0.06505682   0.06505682   0.03492670   0.03492670   0.02811335   0.02811335  -0.09091794  -0.09091794   0.09918722   0.09918722  -0.03169495  -0.03169495   0.09518240   0.09518240  -0.08257115  -0.08257115  -0.07369520  -0.07369520   0.03308864   0.03308864   0.01255204   0.01255204  -0.07930908  -0.07930908  -0.00649003  -0.00649003  -0.05526017  -0.05526017  -0.00647539  -0.00647539  -0.02222604  -0.02222604 
 -7.33260020   1.89996429   1.89996429   3.68672131   3.68672131   1.92023348   1.92023348   0.87607704   0.87607704   1.06845550   1.06845550  -1.28572236  -1.28572236  -1.04007683  -1.04007683  -0.09528415  -0.09528415  -0.34264861  -0.34264861  -0.66191930  -0.66191930   0.42288620   0.42288620  -0.06819437  -0.06819437   0.24083209   0.24083209   0.07941846   0.07941846   0.00433039   0.00433039   0.33417745   0.33417745  -0.19353397  -0.19353397   0.28961356   0.28961356   0.05626187   0.05626187   0.28565862   0.28565862  -0.14401665  -0.14401665  -0.04152413  -0.04152413   0.12963095   0.12963095  -0.19421480  -0.19421480  -0.23884107  -0.23884107   0.17010820   0.17010820   0.10469892   0.10469892   0.17059885   0.17059885  -0.21113172  -0.21113172   0.00357197   0.00357197  -0.07865270  -0.07865270   0.18732916   0.18732916   0.03847168   0.03847168   0.10349159   0.10349159  -0.03043588  -0.03043588  -0.12299230  -0.12299230   0.10041477   0.10041477   0.11527079   0.11527079  -0.13467036  -0.13467036  -0.02023043  -0.02023043  -0.05226179  -0.05226179  -0.08535802  -0.08535802  -0.08141243  -0.08141243  -0.01670469  -0.01670469  -0.05068941  -0.05068941   0.09259805   0.09259805  -0.09325521  -0.09325521   0.04586580   0.04586580   0.05359614   0.05359614   0.05676530   0.05676530  -0.01046328  -0.01046328  -0.09039753  -0.09039753   0.08982902   0.08982902  -0.06882791  -0.06882791  -0.01730907  -0.01730907  -0.07789062  -0.07789062   0.03572083   0.03572083  -0.07864690  -0.07864690   0.06216602   0.06216602 
 -7.33278219   2.00917298   2.00917298   3.70770851   3.70770851   1.87403445   1.87403445   0.77066061   0.77066061   0.97673644   0.97673644  -1.32708909  -1.32708909  -0.95699062  -0.95699062  -0.21207282  -0.21207282  -0.22594818  -0.22594818  -0.67955328  -0.67955328   0.52260076   0.52260076  -0.17459436  -0.17459436   0.32011119   0.32011119  -0.02996654  -0.02996654   0.10085445   0.10085445   0.35600306   0.35600306  -0.09252228  -0.09252228   0.23186316   0.23186316  -0.04026829  -0.04026829   0.26320320   0.26320320  -0.03789711  -0.03789711  -0.14105142  -0.14105142   0.21588389   0.21588389  -0.12758275  -0.12758275  -0.25195369  -0.25195369   0.07045803   0.07045803  -0.00403453  -0.00403453   0.09025783   0.09025783  -0.15315131  -0.15315131  -0.09595684  -0.09595684   0.02284275   0.02284275   0.18135849   0.18135849  -0.07431803  -0.07431803   0.00631004   0.00631004   0.06924148   0.06924148  -0.15545791  -0.15545791   0.00954794   0.00954794   0.13795540   0.13795540  -0.12905850  -0.12905850  -0.09924215  -0.09924215  -0.11837591  -0.11837591  -0.13027890  -0.13027890  -0.11848426  -0.11848426  -0.08794487  -0.08794487  -0.09925235  -0.09925235   0.09230496   0.09230496  -0.03314744  -0.03314744  -0.03667271  -0.03667271   0.09342270   0.09342270  -0.02595940  -0.02595940   0.06925718   0.06925718  -0.02817240  -0.02817240   0.06525376   0.06525376  -0.08568037  -0.08568037   0.06815337   0.06815337  -0.07386492  -0.07386492   0.08610089   0.08610089  -0.08659907  -0.08659907   0.08429516   0.08429516 
 -7.33296418   2.11771241   2.11771241   3.72372187   3.72372187   1.82217600   1.82217600   0.66111097   0.66111097   0.87684094   0.87684094  -1.35248411  -1.35248411  -0.85822805  -0.85822805  -0.32431250  -0.32431250  -0.10315906  -0.10315906  -0.67446377  -0.67446377   0.60115289   0.60115289  -0.27263410  -0.27263410   0.38133628   0.38133628  -0.13711846  -0.13711846   0.19077316   0.19077316   0.34751628   0.34751628   0.01841102   0.01841102   0.14635752   0.14635752  -0.13290657  -0.13290657   0.20588764   0.20588764   0.07424754   0.07424754  -0.21988046  -0.21988046   0.25031792   0.25031792  -0.02079978  -0.02079978  -0.21713836  -0.21713836  -0.05001693  -0.05001693  -0.11173088  -0.11173088  -0.00579111  -0.00579111  -0.05566309  -0.05566309  -0.17559706  -0.17559706   0.11919100   0.11919100   0.11484681   0.11484681  -0.16088386  -0.16088386  -0.09309285  -0.09309285   0.14134327   0.14134327  -0.12275594  -0.12275594  -0.08540514  -0.08540514   0.09317179   0.09317179  -0.06347003  -0.06347003  -0.12222366  -0.12222366  -0.12056911  -0.12056911  -0.10831741  -0.10831741  -0.08574797  -0.08574797  -0.10490302  -0.10490302  -0.07566962  -0.07566962   0.02766880   0.02766880   0.04893691   0.04893691  -0.09535683  -0.09535683   0.05433225   0.05433225  -0.08807480  -0.08807480   0.09646844   0.09646844   0.05841244   0.05841244  -0.01817839  -0.01817839  -0.02249198  -0.02249198   0.06042010   0.06042010   0.00141245   0.00141245   0.03924892   0.03924892  -0.02417918  -0.02417918   0.02237005   0.02237005 
