  3.59486149  -6.54705012  -3.61983963  -1.93401454   0.48372236  -1.25604180   1.41776088  -0.35653897  -1.44660279   0.46789248  -0.38267208   0.95032905  -0.54379540  -0.06951981   0.02496205  -1.24717621  -0.02942642  -0.38375244   0.37094159  -0.54895305   0.26612177  -0.19147261  -0.18864520   0.35048833   0.11994359   0.30107999  -0.57070580   0.05987888   0.04213269  -0.18722339  -0.35408741  -0.05994204  -0.18135458  -0.12661239   0.03535582   0.25085335   0.05418688  -0.18278279   0.23446425   0.20253762  -0.22231198  -0.22337839  -0.34444653  -0.32278092  -0.05343141  -0.25833409  -0.07752106  -0.18513479   0.12459990   0.04647075   0.18445559   0.02027560   0.10983997  -0.10268311   0.00578980   0.05621835  -0.02808013  -0.08587131   0.05593529   0.05529111  -0.07590057   0.02291037   0.09874710  -0.06891885   0.13130287   0.13699895   0.00981479   0.11772526   0.07422141  -0.10775456   0.06993857 
  3.54437297  -6.51873969  -3.64086604  -1.95686498   0.35135599  -1.28801485   1.45535498  -0.31936801  -1.46551004   0.37280171  -0.37549799   0.81606519  -0.52921039  -0.05379430   0.00789214  -1.27037019   0.01840455  -0.39006480   0.31128085  -0.55069094   0.21431017  -0.25074502  -0.17461068   0.37623317   0.07836256   0.31511563  -0.63477635   0.04389999   0.03662690  -0.19374051  -0.37884208  -0.08820478  -0.18516589  -0.11703994   0.04369805   0.27888308   0.02242637  -0.16511577   0.23340633   0.19947876  -0.21317376  -0.23987894  -0.32832009  -0.30836300  -0.07275553  -0.29364072  -0.11886524  -0.16311242   0.09554635   0.04553381   0.17674080   0.02332319   0.13275988  -0.08043537   0.03913428   0.04751004  -0.02611764  -0.09075015   0.07601784   0.03434627  -0.09204474   0.07389731   0.10124306  -0.06021673   0.09816184   0.16666657   0.01409692   0.12496940   0.05471205  -0.11567512   0.07344905 
  3.51340915  -6.52170054  -3.68016095  -1.91342082   0.22705687  -1.33233557   1.45353139  -0.29666308  -1.48735045   0.29840679  -0.37076756   0.66002564  -0.52480432  -0.03923945   0.02414342  -1.33979187   0.06989954  -0.43388370   0.31640649  -0.55170036   0.19582153  -0.27724382  -0.15896452   0.37510389   0.07006391   0.31973551  -0.66233846  -0.00772498   0.05832169  -0.21495285  -0.40682394  -0.12223825  -0.16776832  -0.07699176   0.07295592   0.28804774  -0.00908915  -0.12048320   0.22452303   0.16046723  -0.17724353  -0.23730655  -0.30927551  -0.29201789  -0.06654927  -0.28752216  -0.14231157  -0.15494229   0.08870283   0.01784555   0.19920649   0.03734600   0.17701854  -0.07472696   0.04240638   0.03307380  -0.00511635  -0.09952132   0.07965797   0.05554397  -0.11558762   0.11873535   0.13550438  -0.06239878   0.08788068   0.17113852   0.04236752   0.10315730   0.06009447  -0.12073912   0.08751606 
  3.42279528  -6.41231418  -3.69952899  -1.93201312   0.12217189  -1.22532316   1.48260972  -0.25462977  -1.45570143   0.24070874  -0.32529855   0.52691519  -0.47885977  -0.06092806  -0.03853049  -1.32869227   0.03886587  -0.44328124   0.32309282  -0.59047440   0.16914778  -0.27199067  -0.12669110   0.37942922   0.05088478   0.32297179  -0.67154064  -0.04305697   0.07306079  -0.18015552  -0.42781775  -0.16083790  -0.16388012  -0.07637927   0.05038867   0.32452358  -0.02078789  -0.10540839   0.22049458   0.18887417  -0.16171179  -0.22467926  -0.32025301  -0.30124466  -0.11834328  -0.30373947  -0.09613912  -0.15646835   0.08733640   0.02416547   0.18430462  -0.01901416   0.16221849  -0.07718636   0.05504095   0.05343455  -0.00690199  -0.07508287   0.07323310   0.01484942  -0.11823272   0.18565230   0.14975936  -0.04909215   0.04098171   0.18561380   0.08401549   0.06343630   0.02724382  -0.12922874   0.10836530 
  3.40597091  -6.44958974  -3.76195552  -1.88483297   0.10494057  -1.29353172   1.53895624  -0.21317164  -1.49997588   0.18133361  -0.32169433   0.44986864  -0.48950733  -0.04295235   0.02121857  -1.33344214   0.15830531  -0.48245994   0.18423010  -0.48733271   0.14002435  -0.34278843  -0.11202339   0.43374266  -0.04594147   0.38377558  -0.67941150  -0.04357255   0.06456767  -0.18303179  -0.39370914  -0.15793305  -0.10596501  -0.01219375   0.07503486   0.29269802  -0.04363110  -0.05051599   0.23262024   0.12845580  -0.16886029  -0.18916110  -0.27902092  -0.17304231  -0.08968826  -0.28019920  -0.16409134  -0.08368929   0.07593085   0.00201034   0.16299932  -0.01363622   0.17349008  -0.02846161   0.03859463  -0.00381025   0.00394594  -0.07706947   0.07907387  -0.03989926  -0.10710750   0.17795202   0.15054254  -0.04881495   0.01366565   0.16850861   0.03765918   0.06954871   0.00541573  -0.08613552   0.08803266 
  3.39448648  -6.40967217  -3.79694161  -1.88177545   0.04639772  -1.27241252   1.59161299  -0.22096993  -1.45617068   0.16520451  -0.30121424   0.36137186  -0.51085874  -0.08997678   0.03838223  -1.29954285   0.19894000  -0.48876097   0.14505214  -0.44131228   0.12434608  -0.32966129  -0.10086997   0.40969958  -0.08868041   0.39855947  -0.64818983  -0.04868551   0.05798281  -0.13065260  -0.39355086  -0.21300913  -0.04123937   0.03100433   0.08926022   0.27150725  -0.04319180  -0.02190024   0.20892833   0.08198424  -0.12143973  -0.16258220  -0.23246171  -0.07681851  -0.08242025  -0.23920119  -0.17219933  -0.06332911   0.04396189   0.00563129   0.15096211  -0.03605214   0.11784893   0.00742785   0.00569751  -0.01255628   0.00550522  -0.04039122   0.03273274  -0.10664291  -0.08447136   0.23822602   0.12492232  -0.03682673  -0.01864963   0.15819070   0.04852833   0.02883090  -0.04614585  -0.03545758   0.08589649 
  3.40559751  -6.38024720  -3.84628489  -1.89759689   0.03284851  -1.28359412   1.68216614  -0.17697151  -1.43278811   0.08983678  -0.27152906   0.30474555  -0.49874981  -0.08953586   0.01631297  -1.19164437   0.25704953  -0.49719523  -0.02255749  -0.37662267   0.11272349  -0.34747211  -0.07279370   0.41269727  -0.14644060   0.42176851  -0.62175751  -0.02011992   0.03700592  -0.09229085  -0.32038531  -0.21102633   0.02596023   0.07818564   0.07923622   0.20180262  -0.05487267  -0.01145140   0.19144985   0.07888856  -0.08849217  -0.10169929  -0.19844878   0.03471396  -0.08902328  -0.21750177  -0.15939204   0.02217554   0.02676472  -0.01909059   0.11575005  -0.05905141   0.08045194   0.04064881   0.00718747  -0.03683366  -0.01083061  -0.01694165   0.03389794  -0.11535840  -0.03937026   0.22400338   0.10033781  -0.04259254  -0.05100644   0.12673790   0.02112939   0.01394185  -0.05827344   0.03483464   0.03656000 
  3.43340509  -6.39115257  -3.93877118  -1.86023144   0.06202380  -1.30398446   1.76649657  -0.15562881  -1.39288803   0.04997576  -0.26899682   0.25939580  -0.52200475  -0.09497298   0.01376151  -1.13779684   0.27158376  -0.50727278  -0.11280609  -0.27174940   0.08932356  -0.33053161  -0.09952850   0.38613760  -0.18309663   0.45754584  -0.53249306   0.01780658   0.03397466  -0.05592511  -0.27934080  -0.24394190   0.10653983   0.13998619   0.04429137   0.14064400  -0.03640090   0.05169222   0.18800664   0.03940236  -0.01703938  -0.07817822  -0.12925677   0.12369028  -0.06777530  -0.19133952  -0.14450800   0.04582858   0.02383632  -0.02177496   0.08501562  -0.06444499   0.03071945   0.07231187  -0.01045306  -0.06911398  -0.01768203   0.02722590   0.01501991  -0.13379005  -0.00352530   0.20121343   0.04692066  -0.03499997  -0.02383571   0.06702202   0.03126617  -0.00558981  -0.04342916   0.06277597  -0.01652601 
  3.43301279  -6.36430679  -3.97004485  -1.88048354   0.07324890  -1.26118812   1.84648090  -0.16234002  -1.35015581  -0.00080210  -0.23835279   0.21224433  -0.50245536  -0.13483895   0.00569829  -1.01941634   0.31234500  -0.47978154  -0.22765537  -0.17591340   0.07896691  -0.32250030  -0.10937146   0.37241628  -0.24303078   0.45935766  -0.47846969   0.03433411   0.01398180   0.00035928  -0.22460011  -0.27478502   0.17566040   0.16853715   0.01741492   0.08758363  -0.02608575   0.07692377   0.14710031  -0.00163797   0.03390420  -0.03131305  -0.06576128   0.18649887  -0.07810124  -0.14787377  -0.10970578   0.07512251   0.00244764  -0.03694579   0.03064581  -0.09353369  -0.03273952   0.09267442  -0.00824435  -0.10776169  -0.02215523   0.04342975  -0.00835269  -0.13911309   0.03916842   0.13753664   0.00451590  -0.02374468  -0.02749358   0.02698995   0.00985338  -0.02400132  -0.04497234   0.07922011  -0.04372794 
  3.43117055  -6.35755484  -4.00294291  -1.95082824   0.11765206  -1.22017980   1.92005667  -0.12995638  -1.32930563  -0.05597485  -0.22879526   0.13704708  -0.45548385  -0.15415171   0.01546119  -0.88705017   0.34644567  -0.44963925  -0.34568080  -0.10857489   0.04091384  -0.33094698  -0.15777404   0.37224221  -0.28111827   0.46622035  -0.37829085   0.03782580  -0.00326010   0.07096393  -0.16119684  -0.30182449   0.22341181   0.22032832   0.00278723  -0.00017552  -0.01720233   0.11765058   0.12274675  -0.01372578   0.04631203   0.01671827  -0.01448550   0.26003331  -0.08973838  -0.09852783  -0.04763513   0.12027809   0.00185957  -0.04209493  -0.02638528  -0.08856631  -0.09220540   0.09895147  -0.02387179  -0.13463431  -0.02440059   0.06472363  -0.02260987  -0.15470026   0.06609494   0.05939530  -0.01925085  -0.00601939  -0.02648380  -0.00013151  -0.00681731  -0.03671479  -0.05175511   0.11176590  -0.08621194 
  3.39667331  -6.29812408  -4.05280899  -2.00344630   0.18508373  -1.16025059   1.97631170  -0.14339085  -1.28322324  -0.08376405  -0.21844675   0.05845383  -0.37735796  -0.17119663  -0.00434309  -0.76197727   0.35002502  -0.42105943  -0.42242999  -0.06899740   0.01287686  -0.33387301  -0.23125948   0.34908434  -0.29006953   0.46214006  -0.29747861   0.04798344   0.02316251   0.10666602  -0.10975563  -0.28424709   0.25946605   0.24280977  -0.02442589  -0.05494409  -0.01188963   0.13645404   0.07046961  -0.01827066   0.08849001   0.05180369   0.03332689   0.28870847  -0.09133124  -0.06447093   0.02987905   0.12819296  -0.00330130  -0.03474456  -0.09250652  -0.08231606  -0.15906566   0.08593395  -0.00971650  -0.13919237  -0.02781864   0.09289393  -0.02454766  -0.14835636   0.07798608  -0.01499610  -0.04950500   0.00985938  -0.03691527  -0.04303746   0.00389012  -0.06748460  -0.05217503   0.10766589  -0.10410606 
