  0.00000000  -3.30055937   3.30055937   0.25041259  -0.25041259  -1.38438819   1.38438819   1.21171021  -1.21171021  -1.07025659   1.07025659  -0.84737237   0.84737237   0.36705491  -0.36705491   0.61575473  -0.61575473   0.48581528  -0.48581528   0.27120739  -0.27120739   0.48650793  -0.48650793  -0.38117312   0.38117312  -0.21624838   0.21624838  -0.13643953   0.13643953  -0.00507688   0.00507688   0.08014260  -0.08014260  -0.17080811   0.17080811   0.06087197  -0.06087197   0.12146917  -0.12146917  -0.11025232   0.11025232  -0.20717466   0.20717466   0.15372065  -0.15372065   0.11896609  -0.11896609   0.15510463  -0.15510463   0.14557736  -0.14557736   0.08451739  -0.08451739  -0.07980794   0.07980794   0.09596689  -0.09596689   0.00709221  -0.00709221  -0.06386592   0.06386592 
  0.00000000  -3.31741539   3.31741539   0.31559775  -0.31559775  -1.33630397   1.33630397   1.19475246  -1.19475246  -1.09842551   1.09842551  -0.82612197   0.82612197   0.44452128  -0.44452128   0.65355897  -0.65355897   0.42950924  -0.42950924   0.19216945  -0.19216945   0.49372462  -0.49372462  -0.41565603   0.41565603  -0.28007561   0.28007561  -0.21079017   0.21079017  -0.09439274   0.09439274   0.00226462  -0.00226462  -0.10857594   0.10857594   0.12785016  -0.12785016   0.17498899  -0.17498899  -0.16572627   0.16572627  -0.20405790   0.20405790   0.19040385  -0.19040385   0.05108146  -0.05108146   0.16465975  -0.16465975   0.12124445  -0.12124445   0.03233715  -0.03233715  -0.10913184   0.10913184   0.05532849  -0.05532849   0.05970143  -0.05970143  -0.01249341   0.01249341 
  0.00000000  -3.33315305   3.33315305   0.38035023  -0.38035023  -1.28416609   1.28416609   1.17139311  -1.17139311  -1.11738710   1.11738710  -0.79490875   0.79490875   0.51468193  -0.51468193   0.67733144  -0.67733144   0.35881255  -0.35881255   0.10793413  -0.10793413   0.48090044  -0.48090044  -0.43011500   0.43011500  -0.32806833   0.32806833  -0.27134729   0.27134729  -0.17661450   0.17661450  -0.07586247   0.07586247  -0.03587512   0.03587512   0.18106818  -0.18106818   0.20753035  -0.20753035  -0.19922722   0.19922722  -0.17116587   0.17116587   0.19652181  -0.19652181  -0.02566558   0.02566558   0.14288242  -0.14288242   0.07195203  -0.07195203  -0.02697734   0.02697734  -0.11225156   0.11225156  -0.00161576   0.00161576   0.09345606  -0.09345606   0.04302700  -0.04302700 
  0.00000000  -3.34776715   3.34776715   0.44458304  -0.44458304  -1.22813210   1.22813210   1.14175727  -1.14175727  -1.12698360   1.12698360  -0.75411119   0.75411119   0.57638388  -0.57638388   0.68656764  -0.68656764   0.27609652  -0.27609652   0.02079086  -0.02079086   0.44855887  -0.44855887  -0.42384885   0.42384885  -0.35751294   0.35751294  -0.31414064   0.31414064  -0.24556608   0.24556608  -0.14756062   0.14756062   0.04031182  -0.04031182   0.21479392  -0.21479392   0.21519386  -0.21519386  -0.20632182   0.20632182  -0.11331862   0.11331862   0.17113381  -0.17113381  -0.09783576   0.09783576   0.09393688  -0.09393688   0.00790716  -0.00790716  -0.08019586   0.08019586  -0.08845599   0.08845599  -0.05800357   0.05800357   0.09774401  -0.09774401   0.08410778  -0.08410778 
  0.00000000  -3.36125289   3.36125289   0.50820990  -0.50820990  -1.16837135   1.16837135   1.10600368  -1.10600368  -1.12713573   1.12713573  -0.70422333   0.70422333   0.62861321  -0.62861321   0.68107505  -0.68107505   0.18413512  -0.18413512  -0.06689261   0.06689261   0.39801547  -0.39801547  -0.39715502   0.39715502  -0.36674455   0.36674455  -0.33636286   0.33636286  -0.29606845   0.29606845  -0.20669659   0.20669659   0.11266360  -0.11266360   0.22539364  -0.22539364   0.19706240  -0.19706240  -0.18607673   0.18607673  -0.03897453   0.03897453   0.11835002  -0.11835002  -0.15280569   0.15280569   0.02715325  -0.02715325  -0.05765854   0.05765854  -0.11546544   0.11546544  -0.04348764   0.04348764  -0.09716050   0.09716050   0.07124399  -0.07124399   0.09700723  -0.09700723 
  0.00000000  -3.37360585   3.37360585   0.57114534  -0.57114534  -1.10506450   1.10506450   1.06432386  -1.06432386  -1.11784338   1.11784338  -0.64584879   0.64584879   0.67051166  -0.67051166   0.66097711  -0.66097711   0.08601187  -0.08601187  -0.15273450   0.15273450   0.33132441  -0.33132441  -0.35131549   0.35131549  -0.35524102   0.35524102  -0.33655369   0.33655369  -0.32432867   0.32432867  -0.24820654   0.24820654   0.17422380  -0.17422380   0.21172349  -0.21172349   0.15531084  -0.15531084  -0.14118137   0.14118137   0.04100644  -0.04100644   0.04666622  -0.04666622  -0.18097585   0.18097585  -0.04475104   0.04475104  -0.11122250   0.11122250  -0.12495024   0.12495024   0.01184316  -0.01184316  -0.10753068   0.10753068   0.02233247  -0.02233247   0.07742611  -0.07742611 
  0.00000000  -3.38482197   3.38482197   0.63330486  -0.63330486  -1.03840300   1.03840300   1.01694108  -1.01694108  -1.09918555   1.09918555  -0.57969344   0.57969344   0.70139076  -0.70139076   0.62671048  -0.62671048  -0.01498348   0.01498348  -0.23440374   0.23440374   0.25119499  -0.25119499  -0.28853519   0.28853519  -0.32365257   0.32365257  -0.31469588   0.31469588  -0.32822473   0.32822473  -0.26852968   0.26852968   0.21906966  -0.21906966   0.17525294  -0.17525294   0.09494519  -0.09494519  -0.07759069   0.07759069   0.11494913  -0.11494913  -0.03240368   0.03240368  -0.17744692   0.17744692  -0.10809297   0.10809297  -0.14176013   0.14176013  -0.10657242   0.10657242   0.06425697  -0.06425697  -0.08608716   0.08608716  -0.03356406   0.03356406   0.03194054  -0.03194054 
  0.00000000  -3.39489761   3.39489761   0.69460499  -0.69460499  -0.96858844   0.96858844   0.96410917  -0.96410917  -1.07131971   1.07131971  -0.50655693   0.50655693   0.72074313  -0.72074313   0.57901553  -0.57901553  -0.11546531   0.11546531  -0.30968322   0.30968322   0.16088154  -0.16088154  -0.21183596   0.21183596  -0.27376500   0.27376500  -0.27221667   0.27221667  -0.30746492   0.30746492  -0.26591373   0.26591373   0.24288191  -0.24288191   0.11990682  -0.11990682   0.02320237  -0.02320237  -0.00373528   0.00373528   0.17206748  -0.17206748  -0.10617693   0.10617693  -0.14287188   0.14287188  -0.15082773   0.15082773  -0.14301385   0.14301385  -0.06446714   0.06446714   0.10119235  -0.10119235  -0.03921522   0.03921522  -0.07883450   0.07883450  -0.02420653   0.02420653 
  0.00000000  -3.40382948   3.40382948   0.75496344  -0.75496344  -0.89583202   0.89583202   0.90611116  -0.90611116  -1.03448048   1.03448048  -0.42732294   0.42732294   0.72825083  -0.72825083   0.51892034  -0.51892034  -0.21206556   0.21206556  -0.37653005   0.37653005   0.06405129  -0.06405129  -0.12491107   0.12491107  -0.20839871   0.20839871  -0.21189455   0.21189455  -0.26360962   0.26360962  -0.24056592   0.24056592   0.24336078  -0.24336078   0.05164295  -0.05164295  -0.05131740   0.05131740   0.07059633  -0.07059633   0.20403786  -0.20403786  -0.16283625   0.16283625  -0.08333545   0.08333545  -0.16483909   0.16483909  -0.11477529   0.11477529  -0.00805225   0.00805225   0.11381624  -0.11381624   0.01918889  -0.01918889  -0.09923181   0.09923181  -0.07221348   0.07221348 
  0.00000000  -3.41161470   3.41161470   0.81429920  -0.81429920  -0.82035386   0.82035386   0.84325775  -0.84325775  -0.98897763   0.98897763  -0.34294857   0.34294857   0.72379055  -0.72379055   0.44771857  -0.44771857  -0.30154668   0.30154668  -0.43313093   0.43313093  -0.03536455   0.03536455  -0.03194742   0.03194742  -0.13124929   0.13124929  -0.13767759   0.13767759  -0.19995408   0.19995408  -0.19463676   0.19463676   0.22044811  -0.22044811  -0.02218918   0.02218918  -0.11968153   0.11968153   0.13555498  -0.13555498   0.20621204  -0.20621204  -0.19332276   0.19332276  -0.00928339   0.00928339  -0.14748086   0.14748086  -0.06291787   0.06291787   0.05007825  -0.05007825   0.09913638  -0.09913638   0.07183775  -0.07183775  -0.08835663   0.08835663  -0.09601596   0.09601596 
