  6.98127886  -0.95821251  -0.95821251  -1.78326389  -1.78326389   0.83709366   0.83709366  -0.18751294  -0.18751294  -0.35781014  -0.35781014  -0.14642266  -0.14642266   0.62912140   0.62912140  -0.30487971  -0.30487971   0.26403848   0.26403848   0.45858912   0.45858912  -0.08544290  -0.08544290   0.19992398   0.19992398   0.29623764   0.29623764   0.31042258   0.31042258  -0.32968788  -0.32968788  -0.25747202  -0.25747202  -0.17650395  -0.17650395   0.21702126   0.21702126  -0.17831699  -0.17831699   0.17544432   0.17544432   0.03219427   0.03219427  -0.12522599  -0.12522599  -0.14038744  -0.14038744  -0.05724093  -0.05724093   0.02081020   0.02081020   0.09311578   0.09311578   0.08206982   0.08206982   0.05043246   0.05043246   0.09977518   0.09977518  -0.07343346  -0.07343346 
  6.98089490  -0.89745217  -0.89745217  -1.77277058  -1.77277058   0.91204316   0.91204316  -0.27564714  -0.27564714  -0.25842601  -0.25842601  -0.23845517  -0.23845517   0.57699215   0.57699215  -0.21162530  -0.21162530   0.34816726   0.34816726   0.49683846   0.49683846   0.01381058   0.01381058   0.11195136   0.11195136   0.23680988   0.23680988   0.26565046   0.26565046  -0.31592036  -0.31592036  -0.26974319  -0.26974319  -0.22038985  -0.22038985   0.18564303   0.18564303  -0.12620543  -0.12620543   0.12433903   0.12433903  -0.04783623  -0.04783623  -0.05483353  -0.05483353  -0.17667590  -0.17667590   0.01423565   0.01423565   0.08299750   0.08299750   0.12143259   0.12143259   0.03430151   0.03430151   0.09314295   0.09314295   0.08019488   0.08019488  -0.09648292  -0.09648292 
  6.98051097  -0.83639590  -0.83639590  -1.75989549  -1.75989549   0.98423730   0.98423730  -0.36230514  -0.36230514  -0.15688856  -0.15688856  -0.32759324  -0.32759324   0.51538112   0.51538112  -0.11386776  -0.11386776   0.42061623   0.42061623   0.52158215   0.52158215   0.11248897   0.11248897   0.01856431   0.01856431   0.16399272   0.16399272   0.20346511   0.20346511  -0.27842194  -0.27842194  -0.25896579  -0.25896579  -0.24311475  -0.24311475   0.13427094   0.13427094  -0.05896914  -0.05896914   0.05677163   0.05677163  -0.12083178  -0.12083178   0.02425575   0.02425575  -0.18200861  -0.18200861   0.08295560   0.08295560   0.12796382   0.12796382   0.12264439   0.12264439  -0.02162304  -0.02162304   0.10824988   0.10824988   0.03537720   0.03537720  -0.08722059  -0.08722059 
  6.98012706  -0.77506429  -0.77506429  -1.74465624  -1.74465624   1.05345706   1.05345706  -0.44702260  -0.44702260  -0.05404884  -0.05404884  -0.41276199  -0.41276199   0.44530089   0.44530089  -0.01370549  -0.01370549   0.47895824   0.47895824   0.53215189   0.53215189   0.20658708   0.20658708  -0.07573782  -0.07573782   0.08190301   0.08190301   0.12793676   0.12793676  -0.22001034  -0.22001034  -0.22604462  -0.22604462  -0.24248333  -0.24248333   0.06843476   0.06843476   0.01533159   0.01533159  -0.01830095  -0.01830095  -0.17614520  -0.17614520   0.09935428   0.09935428  -0.15548707  -0.15548707   0.13584705   0.13584705   0.14646640   0.14646640   0.09651910   0.09651910  -0.07228518  -0.07228518   0.09132388   0.09132388  -0.02053787  -0.02053787  -0.04876838  -0.04876838 
  6.97974317  -0.71347802  -0.71347802  -1.72707361  -1.72707361   1.11949242   1.11949242  -0.52934561  -0.52934561   0.04923128   0.04923128  -0.49293466  -0.49293466   0.36790320   0.36790320   0.08671234   0.08671234   0.52123928   0.52123928   0.52826458   0.52826458   0.29228626   0.29228626  -0.16641057  -0.16641057  -0.00481809  -0.00481809   0.04401062   0.04401062  -0.14507418  -0.14507418  -0.17377796  -0.17377796  -0.21854414  -0.21854414  -0.00477763  -0.00477763   0.08779018   0.08779018  -0.09092959  -0.09092959  -0.20571682  -0.20571682   0.15843068   0.15843068  -0.10178772  -0.10178772   0.16285827   0.16285827   0.13473523   0.13473523   0.04891794   0.04891794  -0.10554668  -0.10554668   0.04741460   0.04741460  -0.06992933  -0.06992933   0.00598293   0.00598293 
  6.97935930  -0.65165782  -0.65165782  -1.70717154  -1.70717154   1.18214297   1.18214297  -0.60883305  -0.60883305   0.15208633   0.15208633  -0.56714494  -0.56714494   0.28446005   0.28446005   0.18523192   0.18523192   0.54604388   0.54604388   0.51002989   0.51002989   0.36610926   0.36610926  -0.24908341  -0.24908341  -0.09126754  -0.09126754  -0.04281685  -0.04281685  -0.05924316  -0.05924316  -0.10661971  -0.10661971  -0.17358608  -0.17358608  -0.07748328  -0.07748328   0.14972140   0.14972140  -0.15149152  -0.15149152  -0.20524887  -0.20524887   0.19203722   0.19203722  -0.03033737  -0.03033737   0.15886795   0.15886795   0.09524109   0.09524109  -0.00951947  -0.00951947  -0.11345796  -0.11345796  -0.01045569  -0.01045569  -0.09724819  -0.09724819   0.05869517   0.05869517 
  6.97897545  -0.58962455  -0.58962455  -1.68497710  -1.68497710   1.24121854   1.24121854  -0.68505901  -0.68505901   0.25365453   0.25365453  -0.63449865  -0.63449865   0.19634275   0.19634275   0.27974095   0.27974095   0.55254258   0.55254258   0.47794712   0.47794712   0.42506145   0.42506145  -0.31977039  -0.31977039  -0.17255760  -0.17255760  -0.12685794  -0.12685794   0.03103478   0.03103478  -0.03029985  -0.03029985  -0.11191959  -0.11191959  -0.14185302  -0.14185302   0.19370239   0.19370239  -0.19196528  -0.19196528  -0.17483006  -0.17483006   0.19482074   0.19482074   0.04634155   0.04634155   0.12465621   0.12465621   0.03617542   0.03617542  -0.06575321  -0.06575321  -0.09415800  -0.09415800  -0.06515409  -0.06515409  -0.09391244  -0.09391244   0.09172491   0.09172491 
  6.97859163  -0.52739909  -0.52739909  -1.66052040  -1.66052040   1.29653979   1.29653979  -0.75761505  -0.75761505   0.35308498   0.35308498  -0.69418449  -0.69418449   0.10499946   0.10499946   0.36821399   0.36821399   0.54051958   0.54051958   0.43289159   0.43289159   0.46675217   0.46675217  -0.37506231  -0.37506231  -0.24409221  -0.24409221  -0.20260625  -0.20260625   0.11897795   0.11897795   0.04866441   0.04866441  -0.03946334  -0.03946334  -0.19095445  -0.19095445   0.21446236   0.21446236  -0.20699313  -0.20699313  -0.11891964  -0.11891964   0.16637527   0.16637527   0.11482576   0.11482576   0.06675215   0.06675215  -0.03024865  -0.03024865  -0.10725281  -0.10725281  -0.05231196  -0.05231196  -0.10050935  -0.10050935  -0.06100300  -0.06100300   0.09402891   0.09402891 
  6.97820782  -0.46500243  -0.46500243  -1.63383463  -1.63383463   1.34793870   1.34793870  -0.82611238  -0.82611238   0.44954479   0.44954479  -0.74548385  -0.74548385   0.01193131   0.01193131   0.44875580   0.44875580   0.51037996   0.51037996   0.37609073   0.37609073   0.48949177   0.48949177  -0.41229115  -0.41229115  -0.30182682  -0.30182682  -0.26509750  -0.26509750   0.19798028   0.19798028   0.12352519   0.12352519   0.03682378   0.03682378  -0.21949859  -0.21949859   0.20951427   0.20951427  -0.19459033  -0.19459033  -0.04569373  -0.04569373   0.11130071   0.11130071   0.16314090   0.16314090  -0.00381214  -0.00381214  -0.09032157  -0.09032157  -0.12478935  -0.12478935   0.00201643   0.00201643  -0.10609278  -0.10609278  -0.00891372  -0.00891372   0.06485635   0.06485635 
  6.97782404  -0.40245556  -0.40245556  -1.60495594  -1.60495594   1.39525914   1.39525914  -0.89018397  -0.89018397   0.54222607   0.54222607  -0.78777941  -0.78777941  -0.08133223  -0.08133223   0.51964200   0.51964200   0.46313601   0.46313601   0.30909065   0.30909065   0.49236006   0.49236006  -0.42965881  -0.42965881  -0.34249707  -0.34249707  -0.31023483  -0.31023483   0.26210758   0.26210758   0.18788056   0.18788056   0.10961108   0.10961108  -0.22440954  -0.22440954   0.17945274   0.17945274  -0.15640722  -0.15640722   0.03415033   0.03415033   0.03845895   0.03845895   0.18285522   0.18285522  -0.07360346  -0.07360346  -0.13166688  -0.13166688  -0.11448784  -0.11448784   0.05578508   0.05578508  -0.08029434  -0.08029434   0.04593129   0.04593129   0.01399328   0.01399328 
