 -0.00000000  -4.02349029   4.02349029  -0.95665527   0.95665527   1.04681633  -1.04681633   1.52412306  -1.52412306  -1.41513719   1.41513719   0.94668551  -0.94668551   0.28073505  -0.28073505  -0.08747163   0.08747163   0.28600408  -0.28600408   0.52071890  -0.52071890   0.07835683  -0.07835683  -0.27117037   0.27117037   0.05846068  -0.05846068   0.28784865  -0.28784865   0.10120350  -0.10120350  -0.09683809   0.09683809  -0.23336391   0.23336391  -0.00210424   0.00210424   0.08258873  -0.08258873   0.30631941  -0.30631941   0.10776596  -0.10776596   0.09175316  -0.09175316  -0.23296039   0.23296039  -0.19853029   0.19853029 
 -0.00000000  -4.03094609   4.03094609  -1.03578973   1.03578973   0.94501006  -0.94501006   1.47430664  -1.47430664  -1.42343482   1.42343482   1.03435815  -1.03435815   0.38914619  -0.38914619  -0.21116479   0.21116479   0.16422615  -0.16422615   0.60845619  -0.60845619   0.21828843  -0.21828843  -0.14978516   0.14978516   0.17706048  -0.17706048   0.37274186  -0.37274186   0.21446585  -0.21446585   0.02073646  -0.02073646  -0.14119698   0.14119698  -0.10608661   0.10608661   0.18029931  -0.18029931   0.28615752  -0.28615752   0.00200701  -0.00200701   0.18239955  -0.18239955  -0.22905948   0.22905948  -0.22872124   0.22872124 
 -0.00000000  -4.03705013   4.03705013  -1.11353298   1.11353298   0.84035971  -0.84035971   1.41657161  -1.41657161  -1.41980094   1.41980094   1.10951258  -1.10951258   0.49116293  -0.49116293  -0.33030587   0.33030587   0.03796261  -0.03796261   0.67582485  -0.67582485   0.34934291  -0.34934291  -0.02121232   0.02121232   0.28560289  -0.28560289   0.43319809  -0.43319809   0.31160920  -0.31160920   0.13648794  -0.13648794  -0.03550367   0.03550367  -0.19857992   0.19857992   0.25397403  -0.25397403   0.23170522  -0.23170522  -0.10403479   0.10403479   0.24374512  -0.24374512  -0.18154453   0.18154453  -0.21174746   0.21174746 
 -0.00000000  -4.04180039   4.04180039  -1.18978063   1.18978063   0.73318126  -0.73318126   1.35122907  -1.35122907  -1.40426721   1.40426721   1.17124057  -1.17124057   0.58511016  -0.58511016  -0.44233526   0.44233526  -0.08936615   0.08936615   0.72057636  -0.72057636   0.46621930  -0.46621930   0.10835567  -0.10835567   0.37796144  -0.37796144   0.46525867  -0.46525867   0.38535688  -0.38535688   0.24053786  -0.24053786   0.07354689  -0.07354689  -0.26961392   0.26961392   0.29382634  -0.29382634   0.14951944  -0.14951944  -0.19486334   0.19486334   0.26599534  -0.26599534  -0.09947035   0.09947035  -0.15115769   0.15115769 
 -0.00000000  -4.04519529   4.04519529  -1.26443035   1.26443035   0.62379829  -0.62379829   1.27863099  -1.27863099  -1.37696503   1.37696503   1.21879641  -1.21879641   0.66944532  -0.66944532  -0.54484651   0.54484651  -0.21430988   0.21430988   0.74121910  -0.74121910   0.56419205  -0.56419205   0.23267970  -0.23267970   0.44892672  -0.44892672   0.46682622  -0.46682622   0.43018876  -0.43018876   0.32401091  -0.32401091   0.17546819  -0.17546819  -0.31153735   0.31153735   0.29457389  -0.29457389   0.04947658  -0.04947658  -0.25720721   0.25720721   0.24562633  -0.24562633   0.00152949  -0.00152949  -0.05948467   0.05948467 
 -0.00000000  -4.04723371   4.04723371  -1.33738192   1.33738192   0.51254098  -0.51254098   1.19916827  -1.19916827  -1.33812443   1.33812443   1.25160584  -1.25160584   0.74278378  -0.74278378  -0.63563795   0.63563795  -0.33348200   0.33348200   0.73706808  -0.73706808   0.63930211  -0.63930211   0.34577445  -0.34577445   0.49450020  -0.49450020   0.43780188  -0.43780188   0.44275443  -0.44275443   0.37979204  -0.37979204   0.26046476  -0.26046476  -0.31984204   0.31984204   0.25613872  -0.25613872  -0.05641437   0.05641437  -0.28195877   0.28195877   0.18594282  -0.18594282   0.10222054  -0.10222054   0.04434713  -0.04434713 
 -0.00000000  -4.04791497   4.04791497  -1.40853742   1.40853742   0.39974517  -0.39974517   1.11326868  -1.11326868  -1.28807211   1.28807211   1.26927303  -1.26927303   0.80392153  -0.80392153  -0.71276004   0.71276004  -0.44365131   0.44365131   0.70826765  -0.70826765   0.68851685  -0.68851685   0.44219650  -0.44219650   0.51211956  -0.51211956   0.38009152  -0.38009152   0.42212361  -0.42212361   0.40313289  -0.40313289   0.32037356  -0.32037356  -0.29364769   0.29364769   0.18365471  -0.18365471  -0.15545330   0.15545330  -0.26550474   0.26550474   0.09654215  -0.09654215   0.18343048  -0.18343048   0.13892817  -0.13892817 
 -0.00000000  -4.04723887   4.04723887  -1.47780133   1.47780133   0.28575130  -0.28575130   1.02139456  -1.02139456  -1.22722873   1.22722873   1.27158537  -1.27158537   0.85185499  -0.85185499  -0.77455716   0.77455716  -0.54182969   0.54182969   0.65578649  -0.65578649   0.70985257  -0.70985257   0.51730637  -0.51730637   0.50080268  -0.50080268   0.29748060  -0.29748060   0.36985499  -0.36985499   0.39205603  -0.39205603   0.34944801  -0.34944801  -0.23579516   0.23579516   0.08678190  -0.08678190  -0.23577223   0.23577223  -0.21025366   0.21025366  -0.00822909   0.00822909   0.22969970  -0.22969970   0.20477835  -0.20477835 
 -0.00000000  -4.04520564   4.04520564  -1.54508068   1.54508068   0.17090343  -0.17090343   0.92404029  -0.92404029  -1.15610533   1.15610533   1.25851596  -1.25851596   0.88579743  -0.88579743  -0.81970321   0.81970321  -0.62535310   0.62535310   0.58138506  -0.58138506   0.70245442  -0.70245442   0.56749176  -0.56749176   0.46120244  -0.46120244   0.19538588  -0.19538588   0.28987848  -0.28987848   0.34752244  -0.34752244   0.34490913  -0.34490913  -0.15253837   0.15253837  -0.02158092   0.02158092  -0.28775743   0.28775743  -0.12428327   0.12428327  -0.11157721   0.11157721   0.23222425  -0.23222425   0.22835912  -0.22835912 
 -0.00000000  -4.04181600   4.04181600  -1.61028517   1.61028517   0.05554813  -0.05554813   0.82172965  -0.82172965  -1.07529909   1.07529909   1.23022399  -1.23022399   0.90519194  -0.90519194  -0.84723005   0.84723005  -0.69195385   0.69195385   0.48755651  -0.48755651   0.66663066  -0.66663066   0.59034124  -0.59034124   0.39556904  -0.39556904   0.08050021  -0.08050021   0.18819974  -0.18819974   0.27334818  -0.27334818   0.30721121  -0.30721121  -0.05286824   0.05286824  -0.12701373   0.12701373  -0.30520009   0.30520009  -0.02015963   0.02015963  -0.19695334   0.19695334   0.19053105  -0.19053105   0.20485692  -0.20485692 
