  6.09712671  -0.18401561  -0.18401561   2.13707428   2.13707428  -0.47204371  -0.47204371   0.18961688   0.18961688  -0.95672357  -0.95672357   0.65570872   0.65570872  -0.80172497  -0.80172497   0.91437214   0.91437214  -0.00584171  -0.00584171   0.63931903   0.63931903   0.21195611   0.21195611   0.51036877   0.51036877   0.39964877   0.39964877   0.34347404   0.34347404   0.32184221   0.32184221  -0.29552898  -0.29552898   0.25201104   0.25201104  -0.05991778  -0.05991778  -0.06400958  -0.06400958  -0.17597615  -0.17597615  -0.18571758  -0.18571758  -0.02479077  -0.02479077  -0.11527522  -0.11527522   0.12348231   0.12348231  -0.09370393  -0.09370393  -0.14324835  -0.14324835   0.05677409   0.05677409   0.02934920   0.02934920  -0.15843564  -0.15843564   0.14390628   0.14390628   0.06011533   0.06011533   0.14801932   0.14801932  -0.13629080  -0.13629080  -0.11163911  -0.11163911   0.00459932   0.00459932   0.01252215   0.01252215   0.12174601   0.12174601  -0.05088398  -0.05088398  -0.10874893  -0.10874893  -0.00572202  -0.00572202   0.09504337   0.09504337  -0.04132083  -0.04132083  -0.09904777  -0.09904777  -0.09969104  -0.09969104  -0.06967035  -0.06967035   0.06356707   0.06356707  -0.02829401  -0.02829401   0.09031638   0.09031638  -0.06873152  -0.06873152  -0.07133352  -0.07133352   0.07852452   0.07852452   0.08002226   0.08002226   0.06588199   0.06588199  -0.08056243  -0.08056243  -0.05616184  -0.05616184  -0.08140272  -0.08140272  -0.04784163  -0.04784163   0.02130481   0.02130481   0.06553394   0.06553394   0.07450460   0.07450460   0.01745294   0.01745294   0.04919860   0.04919860  -0.05344080  -0.05344080  -0.05995661  -0.05995661  -0.06320774  -0.06320774   0.06088983   0.06088983 
  6.09699978  -0.10290705  -0.10290705   2.20789557   2.20789557  -0.35222518  -0.35222518   0.07587661   0.07587661  -0.87134554  -0.87134554   0.53690972   0.53690972  -0.71208308  -0.71208308   0.90323772   0.90323772   0.12045804   0.12045804   0.61476921   0.61476921   0.08808234   0.08808234   0.52046477   0.52046477   0.37994015   0.37994015   0.36488937   0.36488937   0.31527671   0.31527671  -0.24715700  -0.24715700   0.27831331   0.27831331   0.03060706   0.03060706  -0.14002667  -0.14002667  -0.08862282  -0.08862282  -0.11281167  -0.11281167   0.07352047   0.07352047  -0.18223430  -0.18223430   0.03670699   0.03670699  -0.17196471  -0.17196471  -0.20132410  -0.20132410   0.13581323   0.13581323  -0.05964324  -0.05964324  -0.12169150  -0.12169150   0.14833382   0.14833382   0.12673262   0.12673262   0.11729801   0.11729801  -0.09701548  -0.09701548  -0.13368007  -0.13368007   0.07835042   0.07835042  -0.07101053  -0.07101053   0.12190807   0.12190807  -0.10606420  -0.10606420  -0.06458271  -0.06458271  -0.08036897  -0.08036897   0.10265608   0.10265608  -0.09851490  -0.09851490  -0.05419553  -0.05419553  -0.08766605  -0.08766605   0.00507542   0.00507542   0.10220340   0.10220340   0.05279165   0.05279165   0.04438604   0.04438604   0.00105236   0.00105236  -0.00367149  -0.00367149   0.06996532   0.06996532   0.04805302   0.04805302  -0.00601055  -0.00601055  -0.04042849  -0.04042849  -0.07914311  -0.07914311  -0.05657362  -0.05657362  -0.07975843  -0.07975843  -0.05546885  -0.05546885  -0.00127264  -0.00127264   0.04359183   0.04359183  -0.05662376  -0.05662376   0.07033432   0.07033432   0.02209369   0.02209369   0.00624848   0.00624848  -0.04043239  -0.04043239   0.00290380   0.00290380 
  6.09687284  -0.02176771  -0.02176771   2.27575176   2.27575176  -0.23135868  -0.23135868  -0.03826777  -0.03826777  -0.77866294  -0.77866294   0.41163649   0.41163649  -0.61076262  -0.61076262   0.87272103   0.87272103   0.24347998   0.24347998   0.56965465   0.56965465  -0.03933809  -0.03933809   0.50549180   0.50549180   0.33876641   0.33876641   0.36241177   0.36241177   0.28179720   0.28179720  -0.18025388  -0.18025388   0.27121104   0.27121104   0.11779825   0.11779825  -0.20256105  -0.20256105   0.01162541   0.01162541  -0.02493727  -0.02493727   0.15891279   0.15891279  -0.21994077  -0.21994077  -0.05696082  -0.05696082  -0.21467261  -0.21467261  -0.20749512  -0.20749512   0.18453838   0.18453838  -0.13429218  -0.13429218  -0.05138991  -0.05138991   0.10904296   0.10904296   0.15344869   0.15344869   0.04742966   0.04742966  -0.01925420  -0.01925420  -0.10829278  -0.10829278   0.12250543   0.12250543  -0.12128279  -0.12128279   0.07086445   0.07086445  -0.11416377  -0.11416377   0.01275188   0.01275188  -0.11544749  -0.11544749   0.05491500   0.05491500  -0.09739983  -0.09739983   0.02546601   0.02546601  -0.02617538  -0.02617538   0.07649064   0.07649064   0.07224479   0.07224479   0.09679213   0.09679213  -0.03363729  -0.03363729   0.06981217   0.06981217   0.06661164   0.06661164   0.00451858   0.00451858  -0.03028379  -0.03028379  -0.07239052  -0.07239052   0.03613027   0.03613027  -0.02800607  -0.02800607   0.01586899   0.01586899  -0.03197679  -0.03197679  -0.07483321  -0.07483321  -0.06649200  -0.06649200  -0.03491211  -0.03491211  -0.06468972  -0.06468972   0.01211653   0.01211653   0.07095317   0.07095317   0.06448284   0.06448284   0.03321321   0.03321321  -0.05856447  -0.05856447 
  6.09674591   0.05937519   0.05937519   2.34055194   2.34055194  -0.10980965  -0.10980965  -0.15220231  -0.15220231  -0.67945180  -0.67945180   0.28140385   0.28140385  -0.49942597  -0.49942597   0.82348006   0.82348006   0.35988836   0.35988836   0.50549132   0.50549132  -0.16514197  -0.16514197   0.46617543   0.46617543   0.27845727   0.27845727   0.33620596   0.33620596   0.22426145   0.22426145  -0.09984914  -0.09984914   0.23156535   0.23156535   0.19226391   0.19226391  -0.24559591  -0.24559591   0.11012210   0.11012210   0.06623812   0.06623812   0.21646375   0.21646375  -0.22236168  -0.22236168  -0.13970044  -0.13970044  -0.21307104  -0.21307104  -0.16025138  -0.16025138   0.19210251   0.19210251  -0.17671394  -0.17671394   0.03302146   0.03302146   0.03765666   0.03765666   0.13192044   0.13192044  -0.03818649  -0.03818649   0.06600883   0.06600883  -0.04456482  -0.04456482   0.12051683   0.12051683  -0.11493859  -0.11493859  -0.00982423  -0.00982423  -0.07167101  -0.07167101   0.08338974   0.08338974  -0.09386228  -0.09386228  -0.02232240  -0.02232240  -0.03876390  -0.03876390   0.08857456   0.08857456   0.04995621   0.04995621   0.10055719   0.10055719  -0.00603656  -0.00603656   0.07312390   0.07312390  -0.08696890  -0.08696890   0.08563993   0.08563993   0.08438966   0.08438966  -0.06438230  -0.06438230  -0.07909884  -0.07909884  -0.07527282  -0.07527282   0.07975417   0.07975417   0.04915090   0.04915090   0.07465619   0.07465619   0.04753487   0.04753487  -0.01705848  -0.01705848  -0.06086295  -0.06086295  -0.07487709  -0.07487709   0.00236985   0.00236985  -0.05951776  -0.05951776   0.03489720   0.03489720   0.04335553   0.04335553   0.06462117   0.06462117  -0.04391703  -0.04391703 
  6.09661898   0.14049441   0.14049441   2.40220931   2.40220931   0.01205445   0.01205445  -0.26531419  -0.26531419  -0.57454287  -0.57454287   0.14778637   0.14778637  -0.37989980  -0.37989980   0.75657456   0.75657456   0.46652705   0.46652705   0.42443215   0.42443215  -0.28423254  -0.28423254   0.40441354   0.40441354   0.20242333   0.20242333   0.28799022   0.28799022   0.14758080   0.14758080  -0.01198359  -0.01198359   0.16414234   0.16414234   0.24598684   0.24598684  -0.26499159  -0.26499159   0.19248448   0.19248448   0.14861006   0.14861006   0.23612861   0.23612861  -0.18912503  -0.18912503  -0.19578764  -0.19578764  -0.16754898  -0.16754898  -0.07183307  -0.07183307   0.15683948   0.15683948  -0.17675867  -0.17675867   0.10822110   0.10822110  -0.04475528  -0.04475528   0.06897276   0.06897276  -0.11092284  -0.11092284   0.12486793   0.12486793   0.03484201   0.03484201   0.07321767   0.07321767  -0.05505099  -0.05505099  -0.08619631  -0.08619631   0.00250559   0.00250559   0.11098134   0.11098134  -0.02632935  -0.02632935  -0.08735588  -0.08735588   0.04263512   0.04263512   0.09452649   0.09452649   0.09771566   0.09771566   0.06256588   0.06256588  -0.08004725  -0.08004725  -0.00148900  -0.00148900  -0.07694761  -0.07694761   0.03676034   0.03676034   0.03592128   0.03592128  -0.08067498  -0.08067498  -0.05128024  -0.05128024  -0.01236875  -0.01236875   0.05110414   0.05110414   0.08005684   0.08005684   0.07026564   0.07026564   0.07932500   0.07932500   0.05806996   0.05806996   0.00938628   0.00938628  -0.03271340  -0.03271340   0.06642584   0.06642584  -0.06378162  -0.06378162  -0.04269031  -0.04269031  -0.03085203  -0.03085203   0.01439505   0.01439505   0.02751858   0.02751858 
  6.09649206   0.22156272   0.22156272   2.46064129   2.46064129   0.13386528   0.13386528  -0.37699504  -0.37699504  -0.46481469  -0.46481469   0.01239934   0.01239934  -0.25414504  -0.25414504   0.67344317   0.67344317   0.56050517   0.56050517   0.32919483   0.32919483  -0.39178591  -0.39178591   0.32318472   0.32318472   0.11496316   0.11496316   0.22092374   0.22092374   0.05830099   0.05830099   0.07674448   0.07674448   0.07704014   0.07704014   0.27318771   0.27318771  -0.25888376  -0.25888376   0.24669363   0.24669363   0.21124414   0.21124414   0.21449359   0.21449359  -0.12557679  -0.12557679  -0.21458295  -0.21458295  -0.08754873  -0.08754873   0.03494045   0.03494045   0.08663100   0.08663100  -0.13443875  -0.13443875   0.15345695   0.15345695  -0.11389498  -0.11389498  -0.01556499  -0.01556499  -0.14649560  -0.14649560   0.13397877   0.13397877   0.10175020   0.10175020  -0.00152382  -0.00152382   0.03036434   0.03036434  -0.12618323  -0.12618323   0.07545118   0.07545118   0.08139765   0.08139765   0.05394321   0.05394321  -0.10515604  -0.10515604   0.09867317   0.09867317   0.03960078   0.03960078   0.09020310   0.09020310  -0.01389450  -0.01389450  -0.10020719  -0.10020719  -0.07483062  -0.07483062  -0.01106134  -0.01106134  -0.03971127  -0.03971127  -0.04053178  -0.04053178  -0.03128365  -0.03128365   0.02603916   0.02603916   0.06111575   0.06111575  -0.02366429  -0.02366429   0.03596187   0.03596187   0.00663827   0.00663827   0.03184962   0.03184962   0.07311643   0.07311643   0.06941900   0.06941900   0.04508714   0.04508714   0.05313007   0.05313007   0.00385392   0.00385392  -0.06900015  -0.06900015  -0.06687411  -0.06687411  -0.05373696  -0.05373696   0.06298510   0.06298510 
  6.09636513   0.30255292   0.30255292   2.51576960   2.51576960   0.25525470   0.25525470  -0.48664420  -0.48664420  -0.35118622  -0.35118622  -0.12312078  -0.12312078  -0.12422475  -0.12422475   0.57587255   0.57587255   0.63927537   0.63927537   0.22297064   0.22297064  -0.48344653  -0.48344653   0.22640466   0.22640466   0.02102034   0.02102034   0.13939959   0.13939959  -0.03595664  -0.03595664   0.15967481   0.15967481  -0.01928377  -0.01928377   0.27094677   0.27094677  -0.22786259  -0.22786259   0.26484837   0.26484837   0.24582744   0.24582744   0.15536839   0.15536839  -0.04192105  -0.04192105  -0.19254988  -0.19254988   0.01039260   0.01039260   0.13255995   0.13255995  -0.00285503  -0.00285503  -0.05992030  -0.05992030   0.15627312   0.15627312  -0.14940034  -0.14940034  -0.09510540  -0.09510540  -0.13307218  -0.13307218   0.08981685   0.08981685   0.13246524   0.13246524  -0.07555414  -0.07555414   0.10145476   0.10145476  -0.11307494  -0.11307494   0.11484994   0.11484994   0.00996504   0.00996504   0.10758444   0.10758444  -0.06623225  -0.06623225   0.09631116   0.09631116  -0.04071697  -0.04071697   0.03178252   0.03178252  -0.08158278  -0.08158278  -0.05316307  -0.05316307  -0.09573465  -0.09573465   0.06264397   0.06264397  -0.08595063  -0.08595063  -0.08490809  -0.08490809   0.04338949   0.04338949   0.07794426   0.07794426   0.08092913   0.08092913  -0.07677753  -0.07677753  -0.04162032  -0.04162032  -0.06234683  -0.06234683  -0.04723003  -0.04723003   0.01280784   0.01280784   0.05551296   0.05551296   0.07321345   0.07321345  -0.02179175  -0.02179175   0.06686861   0.06686861  -0.01281404  -0.01281404  -0.02070435  -0.02070435  -0.05377978  -0.05377978   0.01673694   0.01673694 
  6.09623821   0.38343782   0.38343782   2.56752045   2.56752045   0.37585588   0.37585588  -0.59367199  -0.59367199  -0.23460916  -0.23460916  -0.25713609  -0.25713609   0.00772972   0.00772972   0.46595892   0.46595892   0.70070297   0.70070297   0.10931757   0.10931757  -0.55550351  -0.55550351   0.11873731   0.11873731  -0.07409604  -0.07409604   0.04875697   0.04875697  -0.12714573  -0.12714573   0.23058515   0.23058515  -0.11326811  -0.11326811   0.23951725   0.23951725  -0.17491577  -0.17491577   0.24431689   0.24431689   0.24777190   0.24777190   0.06911540   0.06911540   0.04841848   0.04841848  -0.13392026  -0.13392026   0.10606151   0.10606151   0.19591376   0.19591376  -0.09166101  -0.09166101   0.02891891   0.02891891   0.11593964   0.11593964  -0.14084174  -0.14084174  -0.14466484  -0.14466484  -0.07520689  -0.07520689   0.01003987   0.01003987   0.11616652   0.11616652  -0.12103925  -0.12103925   0.12512475   0.12512475  -0.05250245  -0.05250245   0.10330136   0.10330136  -0.06647458  -0.06647458   0.10837043   0.10837043   0.00830796   0.00830796   0.03707403   0.03707403  -0.09466028  -0.09466028  -0.04445134  -0.04445134  -0.09879317  -0.09879317   0.02936841   0.02936841  -0.04977971  -0.04977971   0.09060010   0.09060010  -0.06714803  -0.06714803  -0.06252999  -0.06252999   0.08251245   0.08251245   0.05432272   0.05432272   0.02995216   0.02995216  -0.06027646  -0.06027646  -0.07999478  -0.07999478  -0.07849588  -0.07849588  -0.07889390  -0.07889390  -0.06046753  -0.06046753  -0.01730207  -0.01730207   0.02108079   0.02108079  -0.07113444  -0.07113444   0.05426383   0.05426383   0.05845582   0.05845582   0.05064670   0.05064670   0.01398864   0.01398864  -0.05095897  -0.05095897 
  6.09611129   0.46419029   0.46419029   2.61582453   2.61582453   0.49530446   0.49530446  -0.69750282  -0.69750282  -0.11605994  -0.11605994  -0.38802711  -0.38802711   0.13955374   0.13955374   0.34606308   0.34606308   0.74312374   0.74312374  -0.00795890  -0.00795890  -0.60504088  -0.60504088   0.00537019   0.00537019  -0.16501135  -0.16501135  -0.04506843  -0.04506843  -0.20748181  -0.20748181   0.28415804   0.28415804  -0.19363537  -0.19363537   0.18229678   0.18229678  -0.10514074  -0.10514074   0.18811823   0.18811823   0.21682291   0.21682291  -0.02916642  -0.02916642   0.13095248   0.13095248  -0.04988152  -0.04988152   0.17973974   0.17973974   0.20874740   0.20874740  -0.15999065  -0.15999065   0.11077854   0.11077854   0.04364080   0.04364080  -0.09078571  -0.09078571  -0.14871073  -0.14871073   0.00770389   0.00770389  -0.07357234  -0.07357234   0.05871913   0.05871913  -0.12092958  -0.12092958   0.09044302   0.09044302   0.02998004   0.02998004   0.04600496   0.04600496  -0.10856509  -0.10856509   0.05604425   0.05604425   0.07820472   0.07820472  -0.04392684  -0.04392684  -0.08754623  -0.08754623  -0.09542064  -0.09542064  -0.05505170  -0.05505170   0.09198298   0.09198298   0.03076329   0.03076329   0.05264881   0.05264881   0.00228724   0.00228724   0.00879892   0.00879892   0.05437929   0.05437929  -0.02175434  -0.02175434  -0.04701342  -0.04701342   0.01067932   0.01067932  -0.04340017  -0.04340017  -0.02839020  -0.02839020  -0.03172286  -0.03172286  -0.07119864  -0.07119864  -0.07148450  -0.07148450  -0.05391410  -0.05391410  -0.03771480  -0.03771480  -0.01944459  -0.01944459   0.05964667   0.05964667   0.05954617   0.05954617   0.06378837   0.06378837  -0.05235602  -0.05235602 
  6.09598438   0.54478322   0.54478322   2.66061720   2.66061720   0.61323956   0.61323956  -0.79757832  -0.79757832   0.00346839   0.00346839  -0.51421232  -0.51421232   0.26908485   0.26908485   0.21875967   0.21875967   0.76538905   0.76538905  -0.12493321  -0.12493321  -0.63005561  -0.63005561  -0.10823559  -0.10823559  -0.24658916  -0.24658916  -0.13593319  -0.13593319  -0.27010678  -0.27010678   0.31637963   0.31637963  -0.25074509  -0.25074509   0.10546017   0.10546017  -0.02525395  -0.02525395   0.10447838   0.10447838   0.15709274   0.15709274  -0.12228466  -0.12228466   0.19244992   0.19244992   0.04355804   0.04355804   0.21626844   0.21626844   0.16783392   0.16783392  -0.19262188  -0.19262188   0.16604270   0.16604270  -0.04062608  -0.04062608  -0.01402547  -0.01402547  -0.10602961  -0.10602961   0.08792327   0.08792327  -0.12777744  -0.12777744  -0.01943628  -0.01943628  -0.07535067  -0.07535067   0.01369032   0.01369032   0.09967561   0.09967561  -0.03158005  -0.03158005  -0.09469922  -0.09469922  -0.02362117  -0.02362117   0.10579036   0.10579036  -0.09880474  -0.09880474  -0.02407463  -0.02407463  -0.09240647  -0.09240647   0.02251088   0.02251088   0.09278188   0.09278188   0.08959195   0.08959195  -0.02342410  -0.02342410   0.06976729   0.06976729   0.07295561   0.07295561  -0.01789593  -0.01789593  -0.07656411  -0.07656411  -0.08261836  -0.08261836   0.07173582   0.07173582   0.03366645   0.03366645   0.04546715   0.04546715   0.04692707   0.04692707  -0.00856573  -0.00856573  -0.04955511  -0.04955511  -0.06958380  -0.06958380   0.03936027   0.03936027  -0.07093655  -0.07093655  -0.01039200  -0.01039200  -0.00463244  -0.00463244   0.03291443   0.03291443   0.01403754   0.01403754 
