  5.83634903  -5.53628524   0.99296347  -2.68003456   2.81297214  -0.96309865  -0.92131819   0.96518875  -0.37975528   0.14955531  -0.29027376   0.05805590  -0.15028639  -0.20587434   0.26292844  -0.00179239  -0.30648887  -0.92621855  -0.25211196  -0.41276918   0.53326680  -0.04225582   0.55241814   0.22327081   0.01716697  -0.38782522   0.29063309  -0.23131788   0.50021295  -0.24672227  -0.09927529  -0.17777756   0.24227342   0.07873888  -0.23651367  -0.02622891  -0.03390425   0.05586302   0.01005570   0.14453602   0.13531790   0.41421325  -0.09950951  -0.17759613   0.11536757  -0.27699288  -0.11692983   0.14836714  -0.24787114  -0.28058058  -0.02812923  -0.02580287  -0.03145997  -0.06094385   0.04000339  -0.01310371   0.06453843  -0.11518626  -0.01015882   0.19580382   0.22196148  -0.07149544  -0.13408326   0.10634515  -0.08721117   0.13501881  -0.11659451   0.02711287  -0.03218458   0.11545133   0.02927480  -0.24145619   0.02594751   0.06106894   0.06079702  -0.01473986   0.15635646  -0.00481744   0.00729408   0.06595318   0.09833344   0.01850276  -0.09300644  -0.15315775 
  5.70802724  -5.47526329   1.01693504  -2.70265695   2.74103580  -1.04714705  -1.00543791   1.00805005  -0.41048119   0.10229840  -0.31348873   0.07976305  -0.15038522  -0.18201997   0.24265302   0.00254148  -0.26943251  -0.93187698  -0.26212874  -0.37350115   0.52047347  -0.06705037   0.57278423   0.22244649   0.02316242  -0.40348617   0.24956529  -0.21849090   0.52867943  -0.23920859  -0.11021494  -0.17813924   0.20861347   0.08289223  -0.27339299  -0.04063379  -0.01856974   0.08389511   0.01273939   0.16922773   0.14018238   0.42405956  -0.11443632  -0.18510724   0.12799644  -0.26801319  -0.09422949   0.13005602  -0.23094365  -0.27314019  -0.05428686  -0.01789405  -0.02530611  -0.04665602   0.01558576  -0.01048357   0.06628947  -0.12131070  -0.01519238   0.19520591   0.21548477  -0.07906851  -0.11602778   0.09918587  -0.10074217   0.10972915  -0.10625427   0.03824231  -0.00908066   0.10946013   0.01910369  -0.25510501   0.03739581   0.07282803   0.05459544  -0.01502037   0.14288393  -0.02159101  -0.00330919   0.07872386   0.10690409   0.01179378  -0.10312502  -0.13306345 
  5.62498193  -5.43654040   1.04311329  -2.69781334   2.68535514  -1.12806187  -1.05184435   1.01478413  -0.41059200   0.04314538  -0.30963414   0.10354725  -0.14857690  -0.18087194   0.18859447  -0.00850082  -0.23849237  -0.93215713  -0.25107406  -0.36431057   0.49527009  -0.08936525   0.61433105   0.20623386   0.01831526  -0.39992209   0.20528087  -0.20770861   0.54452655  -0.21633668  -0.12049828  -0.17573256   0.17429188   0.08802553  -0.29925373  -0.02159488  -0.00805037   0.09268364   0.03536682   0.16523775   0.11366734   0.39333094  -0.10003641  -0.17757174   0.14021961  -0.26256438  -0.07608305   0.11796259  -0.20543975  -0.25330655  -0.05846852  -0.02555366  -0.02596080  -0.04532042   0.01775628  -0.02600241   0.06218669  -0.07545873  -0.03777678   0.17024126   0.19521433  -0.08976647  -0.08320664   0.07907749  -0.08899445   0.09291124  -0.08841863   0.05316486   0.00187213   0.10943462  -0.00880918  -0.21179729   0.03727326   0.08321721   0.05857330   0.02290670   0.13951873  -0.03814069  -0.02091689   0.07657557   0.07944227   0.00029070  -0.10273351  -0.11764091 
  5.55027613  -5.38014862   1.07164602  -2.71554001   2.62893401  -1.17304651  -1.13659844   1.01676127  -0.44959992   0.01396723  -0.29371814   0.13186060  -0.12652073  -0.18427484   0.15587450  -0.00408993  -0.22299013  -0.94035908  -0.25907475  -0.33992488   0.47192533  -0.09257576   0.60032535   0.17832825  -0.01262904  -0.38604593   0.18539130  -0.19843537   0.55261372  -0.18280630  -0.10736039  -0.15317409   0.15982195   0.10700324  -0.30453201  -0.00322397  -0.01589967   0.08286239   0.05485668   0.16933425   0.10804628   0.36389514  -0.10258759  -0.18086879   0.14137064  -0.23144136  -0.06746252   0.09891717  -0.16315643  -0.22470573  -0.07271721  -0.03166678   0.00009680  -0.02020341  -0.01973233  -0.02419897   0.04812797  -0.07793721  -0.02547496   0.18313955   0.17826370  -0.07467777  -0.04731084   0.06731382  -0.05424730   0.03499061  -0.05730499   0.06406923   0.01794386   0.10483580  -0.01644172  -0.15040564   0.04944327   0.08370132   0.06060648   0.02833398   0.11016657  -0.03595714  -0.01305824   0.05124845   0.05088719  -0.00706890  -0.11723527  -0.06728838 
  5.50786743  -5.33756936   1.09440517  -2.73577536   2.55270824  -1.19649552  -1.19736731   1.00787229  -0.44764711  -0.02153827  -0.26956719   0.15229283  -0.12094723  -0.17464528   0.15548429  -0.01828154  -0.22955675  -0.93501175  -0.23345296  -0.32712308   0.43255686  -0.09882847   0.61401290   0.15356190  -0.02637670  -0.37201238   0.15830619  -0.15697462   0.53539969  -0.14853728  -0.09167978  -0.13606508   0.15706060   0.12369919  -0.28231141   0.00463918  -0.02321167   0.08722332   0.06181416   0.13871218   0.08213250   0.31001986  -0.06961005  -0.16446682   0.13544497  -0.19127473  -0.04342118   0.08579554  -0.12112488  -0.19613377  -0.07271395  -0.01993304   0.00246756   0.00035335  -0.04250127  -0.00803543  -0.00149046  -0.05055650  -0.02591135   0.17210749   0.12144800  -0.06185975  -0.00479352   0.03475430  -0.04188666  -0.01080232  -0.02255598   0.04453073   0.00809129   0.08667303  -0.04304182  -0.08921125   0.06738194   0.09060081   0.05189940   0.02678260   0.06941880  -0.03186700   0.00654366   0.01225522   0.02159444  -0.01297339  -0.09223526  -0.01888400 
  5.45053983  -5.30268046   1.09794038  -2.76110960   2.50530017  -1.21392233  -1.24479557   0.99050190  -0.44281074  -0.08998380  -0.23190175   0.16494078  -0.09637803  -0.18940947   0.11341187  -0.02639734  -0.19087325  -0.93114179  -0.22619524  -0.28801387   0.37916594  -0.11674435   0.60964640   0.11468437  -0.02243185  -0.38512034   0.12675903  -0.12577276   0.48602968  -0.14827947  -0.08404941  -0.10883485   0.12628957   0.13533878  -0.24179356   0.03372842  -0.00603714   0.06700930   0.09166733   0.09233940   0.04138056   0.19986564  -0.04475202  -0.12802311   0.09947307  -0.11303329  -0.01521957   0.07072641  -0.04779272  -0.16214541  -0.08388256   0.00551491   0.02474188   0.02037923  -0.03912563   0.01009310  -0.01933976  -0.00381243  -0.03823052   0.14307921   0.06101974  -0.01529039   0.04890697   0.01645570   0.00449781  -0.06231687   0.01209454   0.05213039   0.02307936   0.07071748  -0.03193845  -0.00106287   0.04662845   0.03735578   0.03392202   0.01483649   0.01048211  -0.03806037   0.01521881  -0.00146391  -0.03102791  -0.02082883  -0.03882550   0.05264718 
  5.34574690  -5.24498740   1.13561669  -2.79373910   2.44880020  -1.22381323  -1.29315943   0.98352652  -0.43404562  -0.15176509  -0.18430128   0.17143757  -0.07001808  -0.19615557   0.08744004  -0.01074820  -0.18803198  -0.88421325  -0.21988257  -0.23012061   0.31749106  -0.13628979   0.59932953   0.10621352  -0.03488406  -0.39702140   0.13372343  -0.04636819   0.44167002  -0.13645720  -0.07167670  -0.08221341   0.10131475   0.12461238  -0.20560103   0.05326012   0.02429339   0.03788469   0.10506920   0.06588814   0.00464616   0.12822415  -0.00965628  -0.12499786   0.09826051  -0.04148878   0.01610964   0.07396481  -0.00531129  -0.14750018  -0.08519145   0.00981074   0.03606758   0.04462382  -0.04847887   0.01049316  -0.02849002  -0.00533673  -0.04720047   0.08093424  -0.01099389   0.01300572   0.07271986   0.00758343   0.02981275  -0.08465527   0.01713227   0.04669163   0.00693593   0.04023206  -0.05038515   0.04386409   0.03735336   0.00445311   0.01013814  -0.01350831  -0.02333176  -0.04454244   0.04084847  -0.02593993  -0.06528661  -0.01419013   0.02609754   0.09540477 
  5.26316559  -5.20837675   1.14812049  -2.79346632   2.39826566  -1.25481561  -1.34951731   0.93969644  -0.40434140  -0.19006746  -0.13590418   0.17654667  -0.06817198  -0.21267781   0.04540332   0.01538110  -0.18209828  -0.84246309  -0.18393870  -0.17314054   0.26085020  -0.13664659   0.56629430   0.10194565  -0.02706288  -0.41474159   0.14619906   0.01949458   0.40928699  -0.13744035  -0.06739086  -0.08345881   0.08032305   0.12494974  -0.16845665   0.07069065   0.04239243   0.04350346   0.11986334   0.05088252  -0.03054614   0.05782107   0.00011455  -0.07411554   0.06691726   0.00457295   0.04580635   0.05784377   0.03094317  -0.14487444  -0.10139272   0.04691072   0.06129293   0.05800612  -0.03543762   0.02504770  -0.02437429   0.01063311  -0.04678477   0.05923828  -0.05491135   0.03837447   0.11554930   0.00104181   0.05651097  -0.08671151   0.03341425   0.02686913   0.01291536   0.00137173  -0.02900237   0.06904262  -0.00335394  -0.01690006  -0.01442454  -0.03151815  -0.07526856  -0.03422423   0.05159513  -0.04548759  -0.08300668  -0.00680611   0.07484970   0.13220476 
  5.16694525  -5.15344587   1.16355832  -2.78344005   2.36132143  -1.27645321  -1.38468440   0.92592893  -0.40682055  -0.22173461  -0.10479125   0.18062809  -0.04548013  -0.22627795   0.03645728   0.05528858  -0.20171761  -0.81263037  -0.14938219  -0.10077002   0.22750426  -0.14101671   0.54233002   0.06889309  -0.00192822  -0.43226377   0.16828266   0.07202210   0.34113260  -0.11012772  -0.09254131  -0.05606432   0.06047580   0.11495860  -0.12521071   0.07767105   0.05633730   0.01906965   0.14532433   0.02339249  -0.05327411  -0.01030999   0.00755034  -0.02069358   0.02595159   0.08311871   0.06122808   0.04614666   0.05944610  -0.14132434  -0.09065561   0.05362047   0.06355753   0.10324728  -0.03837132   0.03365510  -0.05155680   0.02871385  -0.04805319   0.00983850  -0.10281357   0.04971343   0.12196415   0.00775516   0.07793143  -0.09560724   0.04591882   0.01147787   0.00070087  -0.03238688  -0.01100672   0.09247733  -0.03404372  -0.05741890  -0.05291609  -0.02756894  -0.10737312  -0.01078815   0.03418040  -0.07672949  -0.07183354   0.00302200   0.12863745   0.14956813 
  5.06796977  -5.10971848   1.15649904  -2.79543044   2.30967420  -1.28685044  -1.41831940   0.87958702  -0.39827561  -0.25560591  -0.11218975   0.19997862  -0.01009429  -0.22435352   0.00311351   0.07441459  -0.17880319  -0.77430576  -0.13145974  -0.05033437   0.18569088  -0.13620415   0.49649685   0.02261409   0.01982086  -0.43234097   0.16810831   0.09965370   0.27611263  -0.08813377  -0.10526624  -0.02338840   0.01777129   0.11528868  -0.09696833   0.07164717   0.04523935   0.02872476   0.17038445   0.01785499  -0.07448308  -0.06740151   0.01767262   0.02757235  -0.00779214   0.13755331   0.05966713   0.03775439   0.09074809  -0.09452376  -0.08409524   0.05693308   0.07414671   0.12649639  -0.05077768   0.07062706  -0.06147988   0.06262463  -0.05490631  -0.03327618  -0.13728872   0.06631351   0.13920422   0.01205852   0.06216460  -0.09291738   0.03754686  -0.01674278  -0.00317496  -0.06379987  -0.00392279   0.09757827  -0.06724213  -0.10483379  -0.07301670  -0.02422402  -0.12462985  -0.00450525   0.02889935  -0.10291100  -0.05655180   0.00988442   0.15547497   0.14710077 
