  9.11765191   1.51267897   1.51267897   1.45632083   1.45632083  -1.71349734  -1.71349734   0.78883815   0.78883815   0.36808028   0.36808028   0.57059384   0.57059384   0.68789413   0.68789413   0.23621329   0.23621329   0.22867634   0.22867634   0.11396325   0.11396325  -0.49189222  -0.49189222  -0.30476232  -0.30476232   0.09072943   0.09072943  -0.24175353  -0.24175353  -0.30265121  -0.30265121   0.32168391   0.32168391   0.26021689   0.26021689   0.12429972   0.12429972  -0.23422079  -0.23422079  -0.18499078  -0.18499078  -0.18037780  -0.18037780  -0.16426712  -0.16426712   0.08957676   0.08957676 
  9.11767891   1.43438036   1.43438036   1.41524590   1.41524590  -1.74159594  -1.74159594   0.89984819   0.89984819   0.26417958   0.26417958   0.47236778   0.47236778   0.63595426   0.63595426   0.34045043   0.34045043   0.10861084   0.10861084   0.22518984   0.22518984  -0.45303589  -0.45303589  -0.21474706  -0.21474706  -0.00811118  -0.00811118  -0.15992496  -0.15992496  -0.24443057  -0.24443057   0.30033714   0.30033714   0.27642763   0.27642763   0.18969580   0.18969580  -0.18652770  -0.18652770  -0.22747088  -0.22747088  -0.11887313  -0.11887313  -0.18658721  -0.18658721   0.14890486   0.14890486 
  9.11770590   1.35560017   1.35560017   1.37226647   1.37226647  -1.76443671  -1.76443671   1.00604260   1.00604260   0.15806116   0.15806116   0.36843337   0.36843337   0.57358575   0.57358575   0.43740030   0.43740030  -0.01441192  -0.01441192   0.32888367   0.32888367  -0.39586331  -0.39586331  -0.11440709  -0.11440709  -0.10644682  -0.10644682  -0.06763961  -0.06763961  -0.16787867  -0.16787867   0.25337557   0.25337557   0.26599861   0.26599861   0.23230914   0.23230914  -0.11405223  -0.11405223  -0.24537811  -0.24537811  -0.03997714  -0.03997714  -0.17898767  -0.17898767   0.18209407   0.18209407 
  9.11773290   1.27636485   1.27636485   1.32744029   1.32744029  -1.78195011  -1.78195011   1.10685158   1.10685158   0.05061466   0.05061466   0.26004473   0.26004473   0.50181066   0.50181066   0.52498481   0.52498481  -0.13705120  -0.13705120   0.42158202   0.42158202  -0.32268676  -0.32268676  -0.00856776  -0.00856776  -0.19872885  -0.19872885   0.02905402   0.02905402  -0.07875039  -0.07875039   0.18481875   0.18481875   0.22994677   0.22994677   0.24701789   0.24701789  -0.02643035  -0.02643035  -0.23678330  -0.23678330   0.04476256   0.04476256  -0.14270179  -0.14270179   0.18336678   0.18336678 
  9.11775990   1.19670099   1.19670099   1.28082757   1.28082757  -1.79408268  -1.79408268   1.20173421   1.20173421  -0.05725912  -0.05725912   0.14850980   0.14850980   0.42180532   0.42180532   0.60132639   0.60132639  -0.25597649  -0.25597649   0.50018980   0.50018980  -0.23646551  -0.23646551   0.09768124   0.09768124  -0.27975286  -0.27975286   0.12382014   0.12382014   0.01625727   0.01625727   0.10052680   0.10052680   0.17175720   0.17175720   0.23205202   0.23205202   0.06469048   0.06469048  -0.20261963  -0.20261963   0.12294414   0.12294414  -0.08356039  -0.08356039   0.15253949   0.15253949 
  9.11778690   1.11663534   1.11663534   1.23249095   1.23249095  -1.80079722  -1.80079722   1.29018127   1.29018127  -0.16465576  -0.16465576   0.03517461   0.03517461   0.33488104   0.33488104   0.66478826   0.66478826  -0.36795789  -0.36795789   0.56208284   0.56208284  -0.14068619  -0.14068619   0.19923061   0.19923061  -0.34495220  -0.34495220   0.21045085   0.21045085   0.11000836   0.11000836   0.00769946   0.00769946   0.09704626   0.09704626   0.18920638   0.18920638   0.14719960   0.14719960  -0.14658131  -0.14658131   0.18312660   0.18312660  -0.01105489  -0.01105489   0.09504805   0.09504805 
  9.11781390   1.03619478   1.03619478   1.18249539   1.18249539  -1.80207286  -1.80207286   1.37171801   1.37171801  -0.27067482  -0.27067482  -0.07859302  -0.07859302   0.24246262   0.24246262   0.71400950   0.71400950  -0.46995390  -0.46995390   0.60519555   0.60519555  -0.03922175  -0.03922175   0.29119720   0.29119720  -0.39065536  -0.39065536   0.28327272   0.28327272   0.19546399   0.19546399  -0.08573881  -0.08573881   0.01301949   0.01301949   0.12362541   0.12362541   0.21013278   0.21013278  -0.07472412  -0.07472412   0.21650401   0.21650401   0.06318594   0.06318594   0.02098919   0.02098919 
  9.11784089   0.95540632   0.95540632   1.13090807   1.13090807  -1.79790520  -1.79790520   1.44590670   1.44590670  -0.37442740  -0.37442740  -0.19141991  -0.19141991   0.14606500   0.14606500   0.74793424   0.74793424  -0.55919396  -0.55919396   0.62808982   0.62808982   0.06382511   0.06382511   0.36915874   0.36915874  -0.41429272  -0.41429272   0.33751842   0.33751842   0.26621078   0.26621078  -0.17181537  -0.17181537  -0.07222332  -0.07222332   0.04318545   0.04318545   0.24512913   0.24512913   0.00518901   0.00518901   0.21819404   0.21819404   0.12726105   0.12726105  -0.05665268  -0.05665268 
  9.11786789   0.87429708   0.87429708   1.07779832   1.07779832  -1.78830624  -1.78830624   1.51234896   1.51234896  -0.47504356  -0.47504356  -0.30194417  -0.30194417   0.04726844   0.04726844   0.76583433   0.76583433  -0.63325378  -0.63325378   0.63000298   0.63000298   0.16428785   0.16428785   0.42936656   0.42936656  -0.41454101  -0.41454101   0.36963879   0.36963879   0.31694223   0.31694223  -0.24318964  -0.24318964  -0.15046891  -0.15046891  -0.04245117  -0.04245117   0.24754196   0.24754196   0.08452665   0.08452665   0.18795208   0.18795208   0.17090490   0.17090490  -0.12428189  -0.12428189 
  9.11789489   0.79289430   0.79289430   1.02323751   1.02323751  -1.77330442  -1.77330442   1.57068793   1.57068793  -0.57167964  -0.57167964  -0.40883162  -0.40883162  -0.05230743  -0.05230743   0.76732493   0.76732493  -0.69012113  -0.69012113   0.61087325   0.61087325   0.25810455   0.25810455   0.46892579   0.46892579  -0.39139742  -0.39139742   0.37753503   0.37753503   0.34385668   0.34385668  -0.29377912  -0.29377912  -0.21418193  -0.21418193  -0.12299683  -0.12299683   0.21705567   0.21705567   0.15472113   0.15472113   0.13020667   0.13020667   0.18713208   0.18713208  -0.17007226  -0.17007226 
